idtweet,texto,data_tweet,emocao,emocaoId,quant_pessoa
1134217337308102658,"Hoje a nossa luta e aula foram na rua! Os ""inúteis"" fizeram um ato legítimo, pacífico e representativo.  

Não podemos ceder e aceitar esse pacote de retrocesso imposto pelo governo Bolsonaro! O sucateamento da universidade abre margem para a ignorância.

 #30MpelaEducacao https://t.co/y3LKkIzwFT",1614246646862,raiva,3,1
1134217337308102658,"Hoje a nossa luta e aula foram na rua! Os ""inúteis"" fizeram um ato legítimo, pacífico e representativo.  

Não podemos ceder e aceitar esse pacote de retrocesso imposto pelo governo Bolsonaro! O sucateamento da universidade abre margem para a ignorância.

 #30MpelaEducacao https://t.co/y3LKkIzwFT",1614246646862,ironia,5,1
1133865153789923329,@50ChicoAlencar #30MpelaEducacao https://t.co/8cdwmuYSPZ,1614246646914,nulo,6,1
1128827193927360512,"Li comentários de muitos deputados/as usando as hashtags #TodosPelaEducação  e #NaRuaPelaEducação, mas me parece que poucos deles saíram efetivamente de seus gabinetes. A maioria preferiu postar vídeos/fotos da janela de prédios...
#seétodosétodos",1614246646993,raiva,3,1
1128827193927360512,"Li comentários de muitos deputados/as usando as hashtags #TodosPelaEducação  e #NaRuaPelaEducação, mas me parece que poucos deles saíram efetivamente de seus gabinetes. A maioria preferiu postar vídeos/fotos da janela de prédios...
#seétodosétodos",1614246646993,ironia,5,1
1128817913153110021,#TodosPelaEducação,1614246646964,nulo,6,3
1134131531662921731,"Aproveitar a postagem pra informar a rádio @RBandeirantes que não é apenas em Brasília que a desordem está estabelecida. Os pseudos ""estudantes"" já começaram a destruir. #Dia30MeuFilhoNaoVai https://t.co/L5BK95pANs",1614246646960,raiva,3,2
1134125659645730816,"@randolfeap Caro senador,  qual o seu papel no senado? Saia do tuwiter e vá  trabalhar, pare de atrapalhar #Dia30EuVouTrabalhar #Dia30MeuFilhoNaoVai",1614246646958,raiva,3,1
1134125659645730816,"@randolfeap Caro senador,  qual o seu papel no senado? Saia do tuwiter e vá  trabalhar, pare de atrapalhar #Dia30EuVouTrabalhar #Dia30MeuFilhoNaoVai",1614246646958,ironia,5,1
1128818661429600256,"Nós estudantes sabemos muito quanto é 7x8 e o que é H20, assim como também sabemos lutar pelo nosso direito de educação. NÃO VAI TER CORTE! 
#todospelaeducacao 
#Balburdia 
#TsunamiDaEducação https://t.co/XG3BU9SjFu",1614246646982,raiva,3,1
1128818661429600256,"Nós estudantes sabemos muito quanto é 7x8 e o que é H20, assim como também sabemos lutar pelo nosso direito de educação. NÃO VAI TER CORTE! 
#todospelaeducacao 
#Balburdia 
#TsunamiDaEducação https://t.co/XG3BU9SjFu",1614246646982,ironia,5,1
1133076097304846336,@CarlosBolsonaro #BrasilNasRuas,1614246646818,nulo,6,1
1134215510814601218,"Educação destrói mitos!!! 
Mito é fantasia e essa fantasia surgiu da cabeça de gente louca. Dom Quixote explica!! 😁✌
#30MpelaEducacao #BrasilPelaEducação #Tsunami30M #ImpeachmentBolsonaro  #NaoAReformaDaPrevidencia 
#ForaGuedes https://t.co/Ongh0RwCyQ",1614246646903,alegria,0,1
1134215510814601218,"Educação destrói mitos!!! 
Mito é fantasia e essa fantasia surgiu da cabeça de gente louca. Dom Quixote explica!! 😁✌
#30MpelaEducacao #BrasilPelaEducação #Tsunami30M #ImpeachmentBolsonaro  #NaoAReformaDaPrevidencia 
#ForaGuedes https://t.co/Ongh0RwCyQ",1614246646903,ironia,5,1
1128756134490320897,"Ninguém solta a mão de ninguém
#TsunamiDaEducação #TodosPelaEducação #NaRuaPelaEducação https://t.co/FhfdvuAzzN",1614246646929,alegria,0,1
1128756134490320897,"Ninguém solta a mão de ninguém
#TsunamiDaEducação #TodosPelaEducação #NaRuaPelaEducação https://t.co/FhfdvuAzzN",1614246646929,nulo,6,1
1130807842242519043,#30M #Dia30VaiSerMaior https://t.co/nJpj9OFr5i,1614246646785,nulo,6,1
1159901890584502277,"@uneoficial #Tsunami13A
#TsunamiDaEducacao",1614246646801,nulo,6,1
1134245118163259392,"Essa história de passeata de estudantes é tudo mentira, manifestantes pró Lula e sinficalistas isso sim. #Dia30EuVouTrabalhar #Marolinha30M https://t.co/TGQSZKu4LN",1614246646944,raiva,3,1
1134228830552494081,"@Estadao @EstadaoPolitica E também contra a deforma da previdência e e por democracia!
#LulaLivre #30MpelaEducacao #BrasilPelaEducação #BolsonaroÉInimigoDoBrasil",1614246646893,alegria,0,1
1160277957534990336,"13 de agosto e o dever de ir às ruas em defesa da única saída: respeito à educação, aos educadores e aos estudantes!
#Tsunami13A  #TsunamiDaEducação https://t.co/ptJsPWC4T6",1614246646965,alegria,0,1
1134247044615458821,https://t.co/mdYyRNRC5H #30MpelaEducacao #Dia30EstáSendoMaior,1614246646834,nulo,6,1
1132781597248372736,@Smith_Hays #BrasilNasRuas,1614246646875,nulo,6,1
1134098177865461761,"@gleisi Não vai ter tsunami nenhum
#Dia30MeuFilhoNaoVai",1614246646893,ironia,5,1
1133002145207394304,"Tem alguma foto de pessoas mostrando o RABO e fumando maconha nas manifestações de ontem?
😂😂😂
#BrasilNasRuas https://t.co/DMxJPs3kIq",1614246646904,alegria,0,1
1133002145207394304,"Tem alguma foto de pessoas mostrando o RABO e fumando maconha nas manifestações de ontem?
😂😂😂
#BrasilNasRuas https://t.co/DMxJPs3kIq",1614246646904,ironia,5,1
1132784210106884097,R.I.P @MBLivre  #BrasilNasRuas,1614246646962,nulo,6,2
1134222715307601920,#30MpelaEducacao Rio de Janeiro @MidiaNINJA @J_LIVRES https://t.co/VlkdB7a43N,1614246646852,raiva,3,1
1134612197294968833,isso representa o Brasil mais do que futebol e samba #30MpelaEducação #BrasilPelaEducação https://t.co/NXkqBK9t6p,1614246646921,raiva,3,1
1133859591434002434,"Minha Neta acabou de falar que a professora disse que a manifestação de amanha é porque estão tirando o direito a Educação deles, dos alunos *
#Dia30MeuFilhoNaoVai",1614246646943,nulo,6,1
1134299149048930304,#Dia30EuVouTrabalhar https://t.co/UyfVun71cB https://t.co/MviYPALIBZ,1614246646876,nulo,6,1
1134209933849899009,#tsunami30M #BrasilPelaEducacao #tsunamipelaeducação https://t.co/hi8gWVfX02,1614246646877,nulo,6,1
1134243394736283649,"#ForaAbrahamWeintraub, seu ditadorzinho de merda!! 
#30MpelaEducacao",1614246646927,raiva,3,1
1134243394736283649,"#ForaAbrahamWeintraub, seu ditadorzinho de merda!! 
#30MpelaEducacao",1614246646927,ironia,5,1
1132790848834473984,Hoje o Povo Soberano fez História. Parabéns a todos os patriotas  brasileiros que mostraram quem são os legítimos donos das ruas.  #BrasilNasRuas,1614246646948,alegria,0,1
1132790848834473984,Hoje o Povo Soberano fez História. Parabéns a todos os patriotas  brasileiros que mostraram quem são os legítimos donos das ruas.  #BrasilNasRuas,1614246646948,amor,1,1
1128838088317444096,#TodosPelaEducação,1614246646939,amor,1,1
1128799691704020992,"O Bolsonaro tenta a todo momento associar a defesa de pautas de educação à esquerda.

Educação é uma pauta de todos. ME ASSUSTA o fato de só a esquerda estar defendendo isso. #TsunamiDaEducação #todospelaeducacao",1614246646991,medo,2,1
1128799691704020992,"O Bolsonaro tenta a todo momento associar a defesa de pautas de educação à esquerda.

Educação é uma pauta de todos. ME ASSUSTA o fato de só a esquerda estar defendendo isso. #TsunamiDaEducação #todospelaeducacao",1614246646991,tristeza,4,1
1128789973401047041,"#TodosPelaEducação 
#todospelaeducacao 
#NaRuaPelaEducacao 
#TsunamiDaEducacao 
Lula Livre https://t.co/8mREEG64Ts",1614246646792,alegria,0,1
1128789973401047041,"#TodosPelaEducação 
#todospelaeducacao 
#NaRuaPelaEducacao 
#TsunamiDaEducacao 
Lula Livre https://t.co/8mREEG64Ts",1614246646792,nulo,6,1
1126938807402737664,"#tiraamaodomeuif 
💪💪 em IFAM Itacoatiara https://t.co/wxXp1x8W24",1614246646980,alegria,0,1
1129065683503988737,#TsunamiDaEducacao #NaRuaPelaEducacao #JuntosSomosGigantes https://t.co/zO7C3zyWhV,1614246646983,medo,2,1
1129065683503988737,#TsunamiDaEducacao #NaRuaPelaEducacao #JuntosSomosGigantes https://t.co/zO7C3zyWhV,1614246646983,nulo,6,1
1139605457272745984,#balburdia #terrorismosindical https://t.co/8WILYoFWHo,1614246646958,nulo,6,1
1128423454120849408,"Educação é direito público subjetivo. Acesso ao ensino fundamental é obrigatório e gratuito; o não oferecimento do ensino obrigatório pelo Poder Público (federal, estadual, municipal), ou sua oferta irregular, importa responsabilidade da autoridade competente. #TsunamiDaEducação",1614246646795,nulo,6,1
1134119801482338305,"#TodosPelaEducação
#30MPelaEducação
#TsunamiDaEducação
#Dia30GiganteToNessa 
#BrasilPelaEducação",1614246646917,nulo,6,1
1134234534373933057,"@mycelo Kkkkkkkkk
#Marolinha30M https://t.co/1JyMGk7kIU",1614246646966,nulo,6,1
1133846499786465281,"@ptbrasil Um futuro sem bandeiras vermelhas de Coministas/ Socialistas.
Nossa Bandeira é verde Amarela. Somos patriotas.

#Dia30MeuFilhoNaoVai",1614246646824,alegria,0,1
1134247682665566208,"Parece foto que a gente tirava no primeiro período da faculdade de Direito, mas já estamos em pleno 2019 e ainda temos que sair às ruas para defender pautas civilizatórias. 
@anajayme, a companheira de sempre, juntas e shallow now. ❤️
#30M 
#Tsunami30M 
#TsunamiDaEducacao https://t.co/q1h69uVwHu",1614246646895,alegria,0,1
1134247682665566208,"Parece foto que a gente tirava no primeiro período da faculdade de Direito, mas já estamos em pleno 2019 e ainda temos que sair às ruas para defender pautas civilizatórias. 
@anajayme, a companheira de sempre, juntas e shallow now. ❤️
#30M 
#Tsunami30M 
#TsunamiDaEducacao https://t.co/q1h69uVwHu",1614246646895,amor,1,1
1161294928724598785,"Vamos com tudo Rio de Janeiro, RJ❤️ Candelária vai ferver hoje🥰 #Tsunami13Agosto #tsunamidaeducação #Tsunami13A https://t.co/MX2zS25eCl",1614246646928,alegria,0,1
1161294928724598785,"Vamos com tudo Rio de Janeiro, RJ❤️ Candelária vai ferver hoje🥰 #Tsunami13Agosto #tsunamidaeducação #Tsunami13A https://t.co/MX2zS25eCl",1614246646928,amor,1,1
1128712337723219969,"#TsunamiDaEducacao 
#BolsonaroEnvergonhaOBrasil 
#GreveNacionalDaEducação 
#TiraAMaoDaMinhaFederal 
#NaoAReformaDaPrevidencia 

Pres.: 7×8= 56, Fórmula da água é H2O. 
E qual o limite da sua cara de pau,quando seu trabalho sempre tende a zero? Qual a fórmula da sua ignorância?",1614246646958,raiva,3,1
1128712337723219969,"#TsunamiDaEducacao 
#BolsonaroEnvergonhaOBrasil 
#GreveNacionalDaEducação 
#TiraAMaoDaMinhaFederal 
#NaoAReformaDaPrevidencia 

Pres.: 7×8= 56, Fórmula da água é H2O. 
E qual o limite da sua cara de pau,quando seu trabalho sempre tende a zero? Qual a fórmula da sua ignorância?",1614246646958,ironia,5,1
1128432256618508290,"Educação vai parar! Atenção Bentonianos!
#15M #TodosPelaEducação https://t.co/9ZPcoPKL05",1614246646940,raiva,3,1
1134160346065887232,"Teresina #30MpelaEducacao #BrasilPelaEducação 
📷 Roberta Aline https://t.co/E2v8Y2ux5v",1614246646903,nulo,6,1
1161279757616631808,@MomentsBrasil #Tsunami13A,1614246646959,nulo,6,1
1134235908599889920,"Tiago de Sá, CSE na Volks, explica o motivo de participar de um ato como esse: ""É a unidade da luta entre os metalúrgicos, os trabalhadores contra a Reforma da Previdência e os estudantes que estão passando por cortes. É fundamental enfrentar esse ataque.""
#30MpelaEducação https://t.co/zot9Jd6HDu",1614246646821,alegria,0,1
1128820131163975681,#TodosPelaEducação https://t.co/VoHqatk8Q9,1614246646769,nulo,6,1
1126513126285795328,"A EDUCAÇÃO VAI PARAR!
Dia 15 de maio vamos tomar as ruas em todo o Brasil contra os cortes de Bolsonaro na educação.
#grevenacionaldaeducação #15M #universidadescontrabolsonaro
#tiraamãodaminhaescola #balburdia https://t.co/u7YeNVS0Bn",1614246646768,raiva,3,1
1128800786648117248,"Acho engraçado vcs falam que o PT destruiu o Brasil 

Mas vcs deixaram eles por 12 anos 

Seis gostaram da destruição ou gostou tanto que colocou eles no poder denovo 

#todospelaeducacao",1614246646925,raiva,3,1
1128800786648117248,"Acho engraçado vcs falam que o PT destruiu o Brasil 

Mas vcs deixaram eles por 12 anos 

Seis gostaram da destruição ou gostou tanto que colocou eles no poder denovo 

#todospelaeducacao",1614246646925,ironia,5,1
1134240547953098752,"Manifestação dos estudantes no município de Simão Dias, em Sergipe #30M #30MpelaEducacao #BrasilpelaEducacao https://t.co/uS7cdYGXdM",1614246646832,alegria,0,1
1134814388735623168,"#30MPelaEducacao 
#O30MFoiGigante 
Protesters take to Brazil's streets – in pictures https://t.co/FUbwjseh5u",1614246646877,nulo,6,1
1133865246660202499,"@criticanac Só maconheiro nessa Unicamp.
#Dia30MeuFilhoNaoVai",1614246646960,raiva,3,1
1132852802772975616,#NordesteComBolsonaro #BrasilNasRuas https://t.co/Ha9GjhJPTn,1614246646984,amor,1,1
1126912258330759171,@jandira_feghali #ContraAReformaDaPrevidencia,1614246646872,raiva,3,1
1133439969635250177,"@DeputadoFederal O nordeste aguarda sua visita imbecil, militante de prisioneiro, nos nordestinos lhe aguardamos. lava a boca animal energúmeno para fala do povo nordestino !! #lavajato #BrasilNasRuas #LavaToga https://t.co/L5vRYoc4Xq",1614246646758,raiva,3,2
1128777999543930880,Educação não é chocolatinho. #TsunamiDaEducacao #todospelaeducacao #NaRuaPelaEducacao https://t.co/hPAE0lbxkI,1614246646887,raiva,3,1
1128777999543930880,Educação não é chocolatinho. #TsunamiDaEducacao #todospelaeducacao #NaRuaPelaEducacao https://t.co/hPAE0lbxkI,1614246646887,ironia,5,1
1128732346314887168,"Paralisação em Iperó contra o desmonte da previdência social . Contra o corte do orçamento na Educação. Hoje só foi o esquenta. Dia 14/06 é GREVE GERAL ! #TsunamiDaEducação #Intersindical #NãoAReformadaPrevidencia
 #todospelaeducação #NaRuaPelaEducacao #15M https://t.co/6HvLK7Y4Bi",1614246646961,alegria,0,1
1133075985186852864,"@thaiscwb @jairbolsonaro @sopoliticaok @leocardoso_ford @RadioLondon5 👏👏👏👏👏👏👏👏👏👏
#GrandeDia 💪
#BrasilNasRuas 🇧🇷",1614246646881,nulo,6,1
1128755972040724480,"Acho que está na hora de @jairbolsonaro colocar outra pessoa no Ministério da Educação. Não vejo @AbrahamWeint como uma pessoa certo para este cargo.

#Abrahamweintraub #TsunamiDaEducacao #NaRuaPelaEducação #TodosPelaEducação https://t.co/LdFlVdcWVq",1614246646867,nulo,6,1
1133858641516408832,"@margobernardpin E passeata de estudante? 
Não é isso que estamos vendo. Discaradamente os políticos esquerdistas estão convocando todos.
#Dia30MeuFilhoNaoVai https://t.co/J0h2L5nc3X",1614246646958,raiva,3,1
1134196273073086465,#BrasilPelaEducacao   São Luis 👇🏼👇🏼 https://t.co/GrsOQVekk9,1614246646942,nulo,6,1
1161358641317986306,"“É contraditório cortar o principal instrumento de investimento do país esperando que a iniciativa privada tome o seu lugar, e que a #ReformaDaPrevidência trará economia de R$ 1 trilhão em 10 anos” #Tsunami13Agosto #Dia13ÉRua #13A #13deAgosto https://t.co/1H3V5Hihjo",1614246646947,ironia,5,1
1128813908033179648,"Que a saúde do povo daqui
É o medo dos homens de lá
Sabedoria do povo daqui
É o medo dos homens de lá
A consciência do povo daqui
É o medo dos homens de lá (...)

#15M 
#TsunamiDaEducacao 
#NaRuaPelaEducação 
#15MGreveGeral https://t.co/UdrWdeWYK4",1614246646949,raiva,3,2
1132783005813100545,"VAMO QUE VAMO BRASIL,
 SENTA O DEDO AIIIIIII!

#AProximaSeraMaior #BrasilNasRuas https://t.co/atAWfQmjaD",1614246646876,alegria,0,2
1129330107418664960,"@emirsader #30M 
#Dia30VaiSerMaior https://t.co/BUnI4C9fHk",1614246646965,nulo,6,1
1161245378223759360,"@Ricamconsult Saúde e Educação gratuitas!! Estado forte?? 😂
#Tsunami13A #Dia13ERua #TsunamiDaEducacao #VazaJato
#MoroProtegeCunha #LulaLivre #DeltanNaCadeia #LULALIVREJA
#IMPEACHMENTDEBOLSONAROJA",1614246646978,alegria,0,1
1161245378223759360,"@Ricamconsult Saúde e Educação gratuitas!! Estado forte?? 😂
#Tsunami13A #Dia13ERua #TsunamiDaEducacao #VazaJato
#MoroProtegeCunha #LulaLivre #DeltanNaCadeia #LULALIVREJA
#IMPEACHMENTDEBOLSONAROJA",1614246646978,ironia,5,2
1128815319928197121,"#TsunamiDaEducação 
#NaRuaPelaEducação https://t.co/h42Izle0v7",1614246646893,nulo,6,1
1132794786623234050,Daqui a pouco #BrasilNasRuas https://t.co/sPBy0UgBST,1614246646951,nulo,6,1
1128888619043893250,"#todospelaeducacao
#TsunamiDaEducação 
#BolsonaroIdiotaEInutil https://t.co/i6UdbQ0KnY",1614246646967,nulo,6,1
1134173732270821378,"Ato em Sorocaba (SP)
#30MpelaEducação #Tsunami30M #BrasilPelaEducacao #TsunamidaEducacao #NaRuaPelaEducacao #TodosPelaEducação https://t.co/80UWYYP9ee",1614246646934,nulo,6,1
1133432781843894273,"#TsunamiDaEducacao

30/05/2019

#EmFavorDaEducação #LivrosSimArmasNão

#NossaArmaÉnossaVoz

#LindaMOURA #LulaLivre #ColetivoGordaSim https://t.co/Vu9RFKKCng",1614246646878,nulo,6,1
1128775874390708230,#TiraAMãodaFederal #TsunamiDaEducacao #NaRuaPelaEducação https://t.co/nwUYxfGXhq,1614246646887,nulo,6,2
1132981947456806913,"@leandroruschel A verdade se espalha. O trabalho aparece. E as pessoas agora não dependem só de uma imprensa mentirosa para se informar. Nós temos que continuar lutando pelo que é certo, mostrando o Brasil de verdade!
#BrasilNasRuas",1614246646982,alegria,0,2
1132981947456806913,"@leandroruschel A verdade se espalha. O trabalho aparece. E as pessoas agora não dependem só de uma imprensa mentirosa para se informar. Nós temos que continuar lutando pelo que é certo, mostrando o Brasil de verdade!
#BrasilNasRuas",1614246646982,medo,2,1
1132981947456806913,"@leandroruschel A verdade se espalha. O trabalho aparece. E as pessoas agora não dependem só de uma imprensa mentirosa para se informar. Nós temos que continuar lutando pelo que é certo, mostrando o Brasil de verdade!
#BrasilNasRuas",1614246646982,raiva,3,1
1133838397326483456,"#30M: capixabas vão ocupar novamente as ruas da capital em defesa da educação
https://t.co/GjbCSyo5rB https://t.co/fhZsSzD9nz",1614246646894,nulo,6,1
1134108816386252800,"#Dia30MeuFilhoNaoVai
@augustosnunes @escolasempartid @BlogDoPim @digital_explora @conexaopolitica @EuSouMBC @conserva_gui @gugamoratu @republica_ctba @luciano_hang @CarlaZambelli17 @moura_101 @allantercalivre @AnaPaulaVolei @DaniWineBrasil
Ñ tem doutrinação na escolas né, sei 😤. https://t.co/SA4qaHf57c",1614246646824,raiva,3,1
1128439359462694915,Amanhã tem #TsunamiDaEducação,1614246646895,alegria,0,1
